number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.0,0.2546583850931677,0.9589041095890412,0.5,278
0.11602209944751382,0.0,0.052054794520547946,1.0,75
0.0,0.009316770186335404,0.9917808219178083,0.5,900
0.17679558011049723,0.0,0.0,0.0,50
0.01841620626151013,0.0031055900621118036,0.6821917808219178,0.0,135
0.04419889502762431,0.07142857142857142,0.23013698630136986,0.5,199
0.001841620626151013,0.2546583850931677,0.936986301369863,0.5,167
0.0865561694290976,0.0,0.473972602739726,0.0,40
0.02394106813996317,0.02484472049689441,0.4931506849315069,0.0,51
0.0,0.08385093167701863,0.8684931506849315,0.0,60
0.01841620626151013,0.0,0.1917808219178082,0.0,54
0.020257826887661142,0.006211180124223604,0.4821917808219178,0.0,53
0.0055248618784530384,0.2670807453416149,0.8493150684931506,0.5,159
0.011049723756906077,0.06211180124223602,0.5205479452054794,0.5,190
0.001841620626151013,0.02173913043478261,0.0,0.0,35
0.001841620626151013,0.031055900621118012,0.0,0.0,37
0.014732965009208104,0.04037267080745341,0.9808219178082191,0.0,38
0.001841620626151013,0.04037267080745341,0.8493150684931506,0.0,38
0.0,1.0,0.9506849315068493,0.5,137
0.0,0.0,0.5780821917808219,0.0,90
0.0,0.18633540372670807,0.6821917808219178,0.5,235
0.007366482504604052,0.015527950310559004,0.27123287671232876,0.0,49
0.04788213627992634,0.009316770186335404,0.0,0.0,40
0.001841620626151013,0.009316770186335404,0.915068493150685,1.0,29
0.02578268876611418,0.0,0.16986301369863013,1.0,25
0.0,0.28260869565217395,0.7972602739726028,0.5,254
0.06998158379373849,0.0031055900621118036,0.23287671232876714,0.0,68
0.003683241252302026,0.02173913043478261,1.0,0.0,699
0.0,0.28260869565217395,0.936986301369863,0.5,245
0.0,0.07142857142857142,0.8767123287671232,1.0,33
0.0,0.08695652173913043,0.4931506849315069,1.0,119
0.040515653775322284,0.006211180124223604,0.1589041095890411,0.5,159
0.01289134438305709,0.13664596273291924,0.4821917808219178,0.5,699
0.011049723756906077,0.009316770186335404,0.2410958904109589,0.0,209
0.0,0.009316770186335404,0.8904109589041096,0.5,309
0.0,0.14596273291925466,0.936986301369863,0.5,115
0.011049723756906077,0.10559006211180123,0.7698630136986302,0.5,185
0.0,0.08695652173913043,0.9972602739726028,0.5,163
0.3406998158379374,0.0,0.0,0.5,190
0.01289134438305709,0.012422360248447204,0.7780821917808219,0.5,110
0.0,1.0,0.9698630136986301,0.5,124
0.0055248618784530384,1.0,0.9589041095890412,0.5,227
0.007366482504604052,0.027950310559006212,0.5671232876712329,0.5,145
0.0,0.07142857142857142,0.5068493150684932,0.0,73
0.009208103130755065,0.009316770186335404,0.0,0.0,40
0.0055248618784530384,0.2546583850931677,0.9972602739726028,0.5,229
0.0,0.006211180124223604,0.4849315068493151,0.0,39
0.03683241252302026,0.0031055900621118036,0.0,0.5,68
0.0,0.18633540372670807,0.9972602739726028,0.5,255
0.014732965009208104,0.006211180124223604,0.24657534246575344,1.0,60
0.009208103130755065,0.027950310559006212,0.8931506849315068,0.5,175
0.020257826887661142,0.0,0.852054794520548,0.0,86
0.07550644567219153,0.006211180124223604,0.14794520547945206,0.0,99
0.0,0.0,1.0,0.0,99
0.0055248618784530384,0.0,0.16986301369863013,0.0,50
0.014732965009208104,0.012422360248447204,0.3232876712328767,0.5,139
0.0055248618784530384,0.006211180124223604,1.0,0.5,140
0.16574585635359115,0.012422360248447204,0.7479452054794521,0.0,35
0.0,0.006211180124223604,0.9561643835616438,0.0,90
0.003683241252302026,0.14596273291925466,0.9342465753424658,0.5,149
0.007366482504604052,0.11801242236024845,0.39452054794520547,0.0,47
0.029465930018416207,0.0,0.4684931506849315,0.5,129
0.009208103130755065,0.0,0.6986301369863014,0.5,250
0.0,0.009316770186335404,0.9972602739726028,0.5,150
0.016574585635359115,0.037267080745341616,0.9260273972602739,0.0,129
0.0,0.0031055900621118036,0.8712328767123287,0.0,33
0.003683241252302026,0.11801242236024845,0.6821917808219178,0.0,48
0.020257826887661142,0.037267080745341616,0.23287671232876714,1.0,24
0.0,0.012422360248447204,0.1178082191780822,0.0,38
0.020257826887661142,0.0,0.7671232876712328,0.5,245
0.003683241252302026,0.36024844720496896,0.5095890410958904,0.5,239
0.011049723756906077,0.2670807453416149,0.8602739726027397,0.5,125
0.007366482504604052,0.02173913043478261,0.15616438356164383,0.5,140
0.04788213627992634,0.037267080745341616,0.9945205479452055,0.0,119
0.0,0.7049689440993788,0.40821917808219177,0.5,241
0.007366482504604052,0.08074534161490682,0.9424657534246575,0.5,125
0.011049723756906077,1.0,0.9013698630136986,0.5,188
0.0,0.08695652173913043,0.9972602739726028,0.5,300
0.0,0.015527950310559004,0.18904109589041096,0.0,79
0.03867403314917127,0.09006211180124223,1.0,1.0,38
0.0865561694290976,0.0031055900621118036,0.8136986301369863,0.0,90
0.022099447513812154,0.0031055900621118036,0.4904109589041096,0.0,99
0.0,0.015527950310559004,0.0273972602739726,0.0,250
0.09208103130755065,0.012422360248447204,0.9287671232876712,0.0,70
0.003683241252302026,0.14596273291925466,0.9342465753424658,0.5,129
0.007366482504604052,0.018633540372670804,1.0,0.0,69
0.014732965009208104,0.02173913043478261,1.0,0.0,369
0.053406998158379376,0.006211180124223604,0.9753424657534246,0.0,33
0.01289134438305709,0.02173913043478261,0.0,0.0,35
0.0,0.0031055900621118036,1.0,0.5,299
0.007366482504604052,0.30434782608695654,0.6684931506849315,0.0,56
0.001841620626151013,0.36024844720496896,0.9643835616438357,0.5,239
0.011049723756906077,0.13043478260869565,0.9780821917808219,0.0,55
0.03314917127071823,0.06521739130434782,0.684931506849315,0.0,45
0.007366482504604052,0.08695652173913043,0.4904109589041096,0.5,179
0.003683241252302026,0.28260869565217395,0.8301369863013699,0.0,135
0.007366482504604052,0.0,0.8712328767123287,0.0,80
0.016574585635359115,0.14596273291925466,0.8904109589041096,0.5,129
0.016574585635359115,0.09006211180124223,1.0,1.0,36
0.01289134438305709,0.13043478260869565,0.9013698630136986,0.0,80
0.06261510128913444,0.0,0.07945205479452055,0.0,49
0.011049723756906077,0.13043478260869565,0.8986301369863013,0.0,62
0.01289134438305709,0.0,1.0,0.0,78
0.0,0.006211180124223604,0.0,0.5,120
0.01841620626151013,0.006211180124223604,0.8547945205479452,0.0,60
0.034990791896869246,0.009316770186335404,0.11506849315068493,0.0,45
0.0055248618784530384,0.13975155279503104,0.4931506849315069,0.5,150
0.03683241252302026,0.037267080745341616,0.9698630136986301,0.0,119
0.11970534069981584,0.02173913043478261,0.15616438356164383,0.0,54
0.03867403314917127,0.009316770186335404,0.8794520547945206,0.0,65
0.0,0.36024844720496896,0.9452054794520548,0.5,369
0.003683241252302026,1.0,0.9616438356164384,0.5,229
0.03867403314917127,0.02484472049689441,0.0,0.0,189
0.04419889502762431,0.0031055900621118036,0.6821917808219178,0.0,79
0.03130755064456722,0.07763975155279502,0.9506849315068493,0.0,199
0.05156537753222836,0.012422360248447204,0.947945205479452,0.0,89
0.007366482504604052,0.009316770186335404,0.8712328767123287,0.0,45
0.003683241252302026,0.031055900621118012,0.10410958904109589,0.0,32
0.001841620626151013,0.30434782608695654,0.6520547945205479,0.0,37
0.007366482504604052,0.043478260869565216,0.9260273972602739,0.5,68
0.0,0.7049689440993788,0.4465753424657534,0.5,396
0.06077348066298343,0.0,0.5506849315068493,0.0,75
0.06261510128913444,0.02173913043478261,0.0,0.5,339
0.0,1.0,0.9287671232876712,0.5,135
0.03683241252302026,0.0031055900621118036,0.7068493150684931,1.0,45
0.001841620626151013,0.2546583850931677,0.9972602739726028,0.5,200
0.17495395948434622,0.0031055900621118036,0.7671232876712328,0.0,116
0.0,1.0,0.9068493150684932,0.5,187
0.009208103130755065,0.11801242236024845,0.8575342465753425,0.0,38
0.0,0.7049689440993788,0.0958904109589041,0.5,316
0.0,0.0031055900621118036,0.473972602739726,0.5,400
0.0,1.0,1.0,0.5,227
0.2983425414364641,0.018633540372670804,0.0027397260273972603,0.0,245
0.06629834254143646,0.009316770186335404,0.8794520547945206,0.5,219
0.020257826887661142,0.02484472049689441,0.9534246575342465,0.5,155
0.003683241252302026,0.02173913043478261,0.8493150684931506,0.5,250
0.0,0.28260869565217395,0.9095890410958904,0.5,220
0.0,0.009316770186335404,0.24383561643835616,1.0,60
0.001841620626151013,0.0,0.989041095890411,0.0,50
0.15469613259668508,0.02173913043478261,0.9835616438356164,0.0,85
0.009208103130755065,0.04658385093167701,0.9123287671232877,0.5,130
0.01289134438305709,0.08695652173913043,0.9068493150684932,0.5,189
0.0,1.0,0.9342465753424658,0.5,137
0.009208103130755065,0.018633540372670804,0.5945205479452055,0.0,191
0.0,0.13664596273291924,0.9068493150684932,0.5,198
0.0,0.04037267080745341,0.9917808219178083,0.0,165
0.027624309392265196,0.02484472049689441,0.9780821917808219,0.5,250
0.0,0.08385093167701863,0.684931506849315,0.0,60
0.003683241252302026,0.037267080745341616,0.9506849315068493,0.0,47
0.0,0.015527950310559004,0.8602739726027397,0.0,146
0.0,0.7049689440993788,0.16712328767123288,0.5,232
0.0,0.0031055900621118036,0.0,0.5,400
0.001841620626151013,0.2546583850931677,0.9780821917808219,0.5,245
0.0,0.02173913043478261,0.0,0.5,1145
0.01289134438305709,0.009316770186335404,0.5178082191780822,0.0,80
0.0,0.009316770186335404,0.7315068493150685,0.5,150
0.011049723756906077,0.2670807453416149,0.936986301369863,0.5,142
0.0055248618784530384,0.0,0.9808219178082191,0.0,99
0.009208103130755065,0.018633540372670804,0.9397260273972603,0.0,59
0.014732965009208104,0.0,0.4684931506849315,0.0,58
0.02394106813996317,0.0,0.10410958904109589,0.0,73
0.1712707182320442,0.031055900621118012,0.8356164383561644,0.0,60
0.0,0.015527950310559004,0.7095890410958904,0.0,325
0.001841620626151013,0.031055900621118012,0.9616438356164384,0.0,100
0.0055248618784530384,1.0,0.9315068493150686,0.5,229
0.0,0.28260869565217395,0.9123287671232877,0.5,190
0.016574585635359115,0.0031055900621118036,0.3726027397260274,0.0,79
0.01289134438305709,0.0,0.5068493150684932,0.0,150
0.011049723756906077,0.10559006211180123,0.263013698630137,0.5,200
0.001841620626151013,0.7049689440993788,0.9835616438356164,0.5,312
0.0055248618784530384,0.0,0.936986301369863,0.5,125
0.003683241252302026,0.28260869565217395,0.7095890410958904,0.5,182
0.0,1.0,0.9616438356164384,0.5,100
0.4548802946593002,0.0031055900621118036,0.4410958904109589,0.0,70
0.0055248618784530384,1.0,0.9342465753424658,0.5,235
0.022099447513812154,0.012422360248447204,0.9561643835616438,1.0,85
0.0,0.28260869565217395,0.9123287671232877,0.5,239
0.0055248618784530384,0.0,0.2958904109589041,0.5,189
0.027624309392265196,0.0,0.9232876712328767,0.5,98
0.0,0.7049689440993788,0.6410958904109589,0.5,271
0.009208103130755065,0.015527950310559004,0.8301369863013699,0.5,250
0.0,0.7049689440993788,0.863013698630137,0.5,252
0.040515653775322284,0.0031055900621118036,0.7917808219178082,1.0,45
0.01289134438305709,0.0,0.8191780821917808,1.0,40
0.0,0.08385093167701863,0.8684931506849315,0.0,58
0.0423572744014733,0.0,0.0,0.0,50
0.0,0.7049689440993788,0.5068493150684932,0.5,303
0.053406998158379376,0.006211180124223604,0.24383561643835616,1.0,28
0.0,0.0,0.5780821917808219,0.0,95
0.15469613259668508,0.0,0.8082191780821918,0.0,33
0.03867403314917127,0.006211180124223604,0.9917808219178083,0.0,65
0.009208103130755065,0.0031055900621118036,0.30684931506849317,0.0,75
0.053406998158379376,0.0,0.9287671232876712,0.5,199
0.0055248618784530384,1.0,0.8849315068493151,0.5,432
0.003683241252302026,0.027950310559006212,0.0,0.0,50
0.0,0.2546583850931677,1.0,0.5,179
