number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.009208103130755065,0.049689440993788817,0.7616438356164383,0.5,158
0.001841620626151013,0.012422360248447204,0.9095890410958904,0.0,73
0.0,0.36024844720496896,0.5068493150684932,0.5,499
0.011049723756906077,0.06211180124223602,0.7041095890410959,0.5,260
0.10865561694290976,0.0,0.9232876712328767,0.5,115
0.0,0.02173913043478261,0.038356164383561646,0.5,1680
0.0,1.0,0.4328767123287671,0.5,204
0.001841620626151013,0.28260869565217395,1.0,0.5,160
0.0,0.13664596273291924,0.947945205479452,0.5,300
0.0055248618784530384,0.13975155279503104,0.4931506849315069,0.5,150
0.011049723756906077,1.0,0.8958904109589041,0.5,230
0.020257826887661142,1.0,0.9342465753424658,0.5,229
0.0,0.0,0.0,0.0,98
0.003683241252302026,0.0,0.3780821917808219,0.0,109
0.003683241252302026,0.009316770186335404,0.9643835616438357,0.0,75
0.1565377532228361,0.0,0.4246575342465753,0.0,32
0.0,0.7049689440993788,0.4438356164383562,0.5,356
0.009208103130755065,0.0031055900621118036,1.0,1.0,30
0.01289134438305709,0.06211180124223602,0.8575342465753425,0.5,300
0.1731123388581952,0.018633540372670804,1.0,0.0,259
0.0055248618784530384,0.015527950310559004,0.852054794520548,0.5,195
0.0,0.2546583850931677,1.0,0.5,189
0.003683241252302026,0.02173913043478261,0.9671232876712329,0.0,59
0.06445672191528545,0.037267080745341616,0.2136986301369863,1.0,21
0.1675874769797422,0.006211180124223604,0.0547945205479452,0.0,86
0.020257826887661142,0.037267080745341616,0.9972602739726028,0.0,119
0.0,1.0,0.9123287671232877,0.5,699
0.0,0.18633540372670807,0.9972602739726028,0.5,185
0.02578268876611418,0.0,0.8493150684931506,0.0,37
0.001841620626151013,0.0,0.6684931506849315,0.0,209
0.003683241252302026,0.0,0.863013698630137,0.5,105
0.0,0.7049689440993788,0.8493150684931506,0.5,269
0.020257826887661142,0.0,0.0,0.0,59
0.0,0.006211180124223604,0.0,0.0,285
0.03314917127071823,0.006211180124223604,0.9972602739726028,0.0,339
0.0055248618784530384,0.0,0.0,0.0,119
0.003683241252302026,0.06521739130434782,0.8684931506849315,0.5,80
0.027624309392265196,1.0,0.8904109589041096,0.5,211
0.0,0.006211180124223604,0.9945205479452055,0.5,499
0.0,0.18633540372670807,0.915068493150685,0.5,250
0.007366482504604052,0.0031055900621118036,0.9972602739726028,0.0,99
0.0,0.08385093167701863,0.915068493150685,0.0,60
0.003683241252302026,0.07142857142857142,0.5506849315068493,1.0,33
0.0,0.031055900621118012,0.5863013698630137,0.5,95
0.0055248618784530384,0.015527950310559004,1.0,0.0,45
0.007366482504604052,0.018633540372670804,1.0,0.5,2000
0.0,1.0,1.0,0.5,275
0.001841620626151013,0.08695652173913043,0.9260273972602739,0.5,135
0.022099447513812154,0.0,0.5397260273972603,0.0,113
0.001841620626151013,0.13975155279503104,0.9808219178082191,0.5,367
0.0,0.015527950310559004,0.9123287671232877,0.0,210
0.13996316758747698,0.012422360248447204,0.6273972602739726,0.0,55
0.0,0.08385093167701863,0.13972602739726028,0.0,60
0.0,0.015527950310559004,0.8876712328767123,1.0,32
0.17495395948434622,0.0031055900621118036,0.7068493150684931,0.0,25
0.0055248618784530384,0.015527950310559004,1.0,0.0,50
0.0,0.027950310559006212,0.9123287671232877,1.0,35
0.014732965009208104,0.0,0.0,0.0,75
0.0,0.012422360248447204,0.9287671232876712,0.5,299
0.20626151012891344,0.009316770186335404,0.904109589041096,0.0,75
0.03130755064456722,0.018633540372670804,1.0,0.5,1000
0.0,0.28260869565217395,0.8821917808219178,0.5,227
0.009208103130755065,0.06521739130434782,0.8465753424657534,0.0,36
0.01289134438305709,0.0031055900621118036,0.26575342465753427,0.0,97
0.10865561694290976,0.02173913043478261,0.3287671232876712,0.0,40
0.0,0.36024844720496896,0.9068493150684932,0.5,369
0.6132596685082873,0.0,0.38082191780821917,0.0,33
0.04604051565377532,0.0031055900621118036,0.5561643835616439,0.5,525
0.0055248618784530384,0.0031055900621118036,0.7835616438356164,0.0,54
0.014732965009208104,0.009316770186335404,0.38082191780821917,0.5,99
0.001841620626151013,0.28260869565217395,1.0,0.5,207
0.07918968692449356,0.0031055900621118036,0.5287671232876713,0.0,38
0.001841620626151013,0.015527950310559004,0.8164383561643835,0.0,55
0.0055248618784530384,0.13975155279503104,1.0,0.5,150
0.0,0.7049689440993788,0.0027397260273972603,0.5,280
0.0,0.0,0.3424657534246575,0.5,85
0.0055248618784530384,0.2670807453416149,0.0,0.5,185
0.001841620626151013,0.7049689440993788,0.5506849315068493,0.5,211
0.01841620626151013,0.006211180124223604,0.9671232876712329,0.0,379
0.0,0.7049689440993788,0.904109589041096,0.5,314
0.011049723756906077,0.02173913043478261,0.7315068493150685,0.5,150
0.007366482504604052,0.28260869565217395,0.8958904109589041,0.5,117
0.0,0.009316770186335404,0.9945205479452055,0.5,155
0.01289134438305709,1.0,0.947945205479452,0.5,229
0.0,0.05590062111801242,0.873972602739726,0.5,300
0.001841620626151013,0.13664596273291924,0.547945205479452,0.5,737
0.0,0.7049689440993788,0.726027397260274,0.5,302
0.0,0.06211180124223602,0.8493150684931506,0.0,48
0.0,0.08695652173913043,0.9972602739726028,0.5,159
0.14917127071823205,0.015527950310559004,0.6027397260273972,0.0,39
0.001841620626151013,0.006211180124223604,1.0,0.0,250
0.0,0.09937888198757763,0.0,0.0,32
0.30386740331491713,0.0,0.7452054794520548,0.0,35
0.0,0.08385093167701863,0.9917808219178083,0.0,60
0.014732965009208104,0.08074534161490682,0.8164383561643835,0.5,150
0.0,1.0,0.8904109589041096,0.5,302
0.0423572744014733,0.012422360248447204,0.6520547945205479,0.5,139
0.2707182320441989,0.0,0.40821917808219177,0.0,98
0.289134438305709,0.006211180124223604,0.16712328767123288,0.0,44
0.007366482504604052,0.11801242236024845,0.6082191780821918,0.0,38
0.03130755064456722,0.0,0.2273972602739726,0.5,165
0.007366482504604052,0.012422360248447204,0.852054794520548,0.0,45
0.0,0.0031055900621118036,0.6082191780821918,0.5,196
0.001841620626151013,0.02484472049689441,0.7753424657534247,0.5,290
0.003683241252302026,0.0031055900621118036,0.7863013698630137,0.0,55
0.0,0.04037267080745341,1.0,0.5,534
0.0,0.36024844720496896,0.9232876712328767,0.5,269
0.08287292817679558,0.0,0.863013698630137,0.0,99
0.01289134438305709,0.2670807453416149,0.8657534246575342,0.5,142
0.001841620626151013,0.012422360248447204,0.9178082191780822,0.0,125
0.03314917127071823,0.02173913043478261,0.0,0.5,339
0.016574585635359115,1.0,0.9205479452054794,0.5,203
0.0,0.7049689440993788,0.5178082191780822,0.5,240
0.3683241252302026,0.018633540372670804,0.6575342465753424,0.0,155
0.01289134438305709,1.0,0.9232876712328767,0.5,229
0.020257826887661142,0.0031055900621118036,0.3452054794520548,0.0,65
0.0,0.7049689440993788,0.0027397260273972603,0.5,305
0.7808471454880295,0.0,0.0,0.0,50
0.007366482504604052,0.006211180124223604,0.6493150684931507,0.0,50
0.0055248618784530384,0.28260869565217395,0.8958904109589041,0.5,202
0.06998158379373849,0.006211180124223604,0.12876712328767123,0.0,60
0.14732965009208104,0.0031055900621118036,0.6602739726027397,0.5,169
0.01841620626151013,0.012422360248447204,0.0547945205479452,0.5,139
0.1252302025782689,0.0031055900621118036,0.3424657534246575,0.5,99
0.3388581952117864,0.0,0.9917808219178083,0.0,46
0.02578268876611418,0.02484472049689441,0.7452054794520548,0.5,500
0.001841620626151013,0.28260869565217395,0.6027397260273972,0.5,249
0.007366482504604052,1.0,0.37534246575342467,0.5,245
0.0,0.009316770186335404,0.0,0.5,275
0.014732965009208104,1.0,0.2493150684931507,0.5,262
0.0,0.02173913043478261,0.9863013698630138,1.0,30
0.03867403314917127,0.012422360248447204,0.9780821917808219,0.0,69
0.014732965009208104,0.13664596273291924,0.5589041095890411,0.5,699
0.001841620626151013,0.13975155279503104,1.0,0.5,150
0.0,0.2670807453416149,0.4931506849315069,0.5,165
0.020257826887661142,0.2670807453416149,0.4301369863013699,0.5,125
0.003683241252302026,0.0031055900621118036,1.0,1.0,55
0.0,0.0,0.0,0.0,200
0.020257826887661142,0.015527950310559004,0.821917808219178,0.5,393
0.003683241252302026,0.04037267080745341,0.24657534246575344,0.0,93
0.0055248618784530384,0.14596273291925466,1.0,0.5,120
0.08287292817679558,0.009316770186335404,0.9753424657534246,0.5,81
0.0,0.015527950310559004,1.0,0.0,47
0.02578268876611418,0.0031055900621118036,0.03287671232876713,0.0,49
0.15837937384898712,0.0,0.4410958904109589,0.0,109
0.03130755064456722,0.09006211180124223,0.5534246575342466,0.5,125
0.01289134438305709,0.0,0.0,0.0,88
0.022099447513812154,0.012422360248447204,0.6219178082191781,0.5,105
0.11049723756906078,0.0,0.3424657534246575,0.0,51
0.0718232044198895,0.07142857142857142,0.23013698630136986,0.5,199
0.001841620626151013,0.02173913043478261,0.32602739726027397,0.0,70
0.001841620626151013,0.009316770186335404,0.9095890410958904,0.5,150
0.0055248618784530384,0.031055900621118012,0.9205479452054794,0.5,200
0.02394106813996317,0.0031055900621118036,0.136986301369863,0.0,114
0.03314917127071823,0.006211180124223604,0.8821917808219178,0.0,33
0.0,0.2546583850931677,0.9424657534246575,0.5,169
0.07734806629834254,0.06521739130434782,0.9452054794520548,0.0,75
0.011049723756906077,0.012422360248447204,0.410958904109589,0.5,125
0.0,0.006211180124223604,0.9013698630136986,0.0,55
0.001841620626151013,0.006211180124223604,1.0,1.0,30
0.03683241252302026,0.0031055900621118036,0.6657534246575343,0.5,500
0.0,0.06832298136645962,0.9808219178082191,0.0,42
0.01841620626151013,0.09006211180124223,0.8301369863013699,0.5,130
0.022099447513812154,0.0031055900621118036,0.6712328767123288,0.5,245
0.0,0.0,0.9835616438356164,0.5,399
0.0,0.031055900621118012,0.9835616438356164,0.0,300
0.0,0.7049689440993788,0.8821917808219178,0.5,358
0.001841620626151013,0.0031055900621118036,0.6575342465753424,0.5,225
0.0,1.0,0.8904109589041096,0.5,100
0.01289134438305709,0.049689440993788817,0.936986301369863,0.5,123
0.0,0.7049689440993788,0.6273972602739726,0.5,423
0.007366482504604052,1.0,0.8602739726027397,0.5,247
0.007366482504604052,0.0,0.904109589041096,0.0,87
0.04419889502762431,0.018633540372670804,0.9972602739726028,0.5,1000
0.0,0.09937888198757763,0.0,0.0,43
0.058931860036832415,0.0,0.947945205479452,1.0,38
0.001841620626151013,0.7049689440993788,0.0027397260273972603,0.5,332
0.007366482504604052,0.012422360248447204,0.7534246575342466,0.0,100
0.014732965009208104,0.08695652173913043,0.4904109589041096,0.5,225
0.0,0.30434782608695654,0.336986301369863,0.0,61
0.01289134438305709,0.037267080745341616,0.6410958904109589,0.5,153
0.003683241252302026,0.0031055900621118036,0.9178082191780822,0.5,210
0.0,0.015527950310559004,0.9397260273972603,0.0,166
0.003683241252302026,0.0031055900621118036,0.4904109589041096,0.0,60
0.003683241252302026,0.14596273291925466,0.7726027397260274,0.5,125
0.0,0.0031055900621118036,0.9452054794520548,1.0,45
0.0055248618784530384,1.0,0.8273972602739726,0.5,210
0.003683241252302026,0.0,0.989041095890411,0.0,95
0.016574585635359115,0.02484472049689441,0.7205479452054795,0.0,198
0.053406998158379376,0.0031055900621118036,0.14794520547945206,0.0,40
0.029465930018416207,0.0031055900621118036,0.0410958904109589,0.0,50
0.001841620626151013,0.14596273291925466,0.852054794520548,0.5,129
0.16390423572744015,0.07142857142857142,0.16986301369863013,0.5,199
0.0,0.0,0.6767123287671233,0.0,39
0.08839779005524862,0.006211180124223604,0.38082191780821917,0.5,398
0.0,0.009316770186335404,0.9808219178082191,0.0,50
0.0,0.05590062111801242,0.9972602739726028,0.5,195
0.001841620626151013,0.0031055900621118036,0.20821917808219179,0.0,37
0.01841620626151013,0.0,0.3452054794520548,0.5,133
0.003683241252302026,0.0,0.8904109589041096,0.0,44
0.0,0.0031055900621118036,0.8,0.5,200
0.0055248618784530384,0.02484472049689441,0.810958904109589,0.0,38
0.0,0.009316770186335404,0.9342465753424658,0.0,35
0.003683241252302026,0.009316770186335404,0.0,0.0,109
0.003683241252302026,0.08074534161490682,0.17534246575342466,0.5,150
0.10313075506445672,0.0,0.3863013698630137,0.5,320
0.0,0.027950310559006212,0.9260273972602739,0.0,64
0.03130755064456722,0.0031055900621118036,0.11506849315068493,0.0,116
0.001841620626151013,0.08074534161490682,0.3972602739726027,0.5,110
0.0,0.0,0.9095890410958904,0.5,99
0.03683241252302026,0.009316770186335404,0.1452054794520548,0.0,209
0.0,0.009316770186335404,1.0,0.0,82
0.01289134438305709,1.0,0.8383561643835616,0.5,235
0.001841620626151013,0.031055900621118012,0.7972602739726028,0.5,115
0.23204419889502764,0.0,0.936986301369863,1.0,45
0.003683241252302026,0.30434782608695654,0.673972602739726,0.0,40
0.009208103130755065,0.006211180124223604,0.0,0.5,120
0.022099447513812154,0.027950310559006212,0.6547945205479452,0.5,115
0.06629834254143646,0.009316770186335404,0.5972602739726027,0.0,59
0.016574585635359115,0.0031055900621118036,1.0,0.5,750
0.03867403314917127,0.0,0.19452054794520549,0.0,50
0.0,0.0031055900621118036,0.5123287671232877,0.0,99
0.35174953959484345,0.0031055900621118036,0.9205479452054794,0.0,65
0.003683241252302026,0.13043478260869565,0.989041095890411,0.0,65
0.014732965009208104,1.0,0.6986301369863014,0.5,498
0.0994475138121547,0.06521739130434782,0.9178082191780822,0.0,95
0.01841620626151013,0.009316770186335404,0.26575342465753427,0.5,80
0.1141804788213628,0.0031055900621118036,0.6575342465753424,0.0,100
0.0,1.0,0.6986301369863014,0.5,468
0.0,0.009316770186335404,0.24383561643835616,0.5,115
0.07734806629834254,0.0,0.3452054794520548,0.0,98
0.016574585635359115,0.012422360248447204,0.7534246575342466,0.0,100
0.009208103130755065,0.13975155279503104,0.8849315068493151,0.5,170
0.0,0.28260869565217395,0.8931506849315068,0.5,164
0.0,0.05590062111801242,0.9178082191780822,0.0,34
0.04604051565377532,0.018633540372670804,0.904109589041096,0.5,140
0.01289134438305709,0.0,0.8356164383561644,0.0,60
0.0,0.0,0.8054794520547945,0.5,200
0.0055248618784530384,0.07453416149068322,0.8438356164383561,0.5,130
0.020257826887661142,0.0,0.8849315068493151,0.0,72
0.0,0.0,0.8438356164383561,0.0,58
0.02394106813996317,0.043478260869565216,0.6712328767123288,0.5,95
0.027624309392265196,0.0031055900621118036,0.7287671232876712,0.0,180
0.003683241252302026,0.049689440993788817,0.9917808219178083,0.5,172
0.022099447513812154,0.006211180124223604,0.0958904109589041,0.0,200
0.0055248618784530384,0.2670807453416149,0.5835616438356165,0.5,142
0.007366482504604052,0.02484472049689441,0.23287671232876714,0.0,117
0.06998158379373849,0.043478260869565216,0.7945205479452054,0.5,98
0.4972375690607735,0.0,0.6219178082191781,0.0,85
0.06261510128913444,0.009316770186335404,0.9972602739726028,0.0,169
0.0,0.05590062111801242,0.7616438356164383,0.0,34
0.0,0.018633540372670804,0.5452054794520548,0.5,718
0.0,0.7049689440993788,0.7643835616438356,0.5,238
0.011049723756906077,0.0031055900621118036,1.0,1.0,30
0.009208103130755065,0.04037267080745341,0.8493150684931506,0.0,39
0.009208103130755065,0.0,0.936986301369863,0.5,125
0.003683241252302026,0.36024844720496896,0.9972602739726028,0.5,169
0.001841620626151013,0.28260869565217395,0.852054794520548,0.5,175
0.001841620626151013,0.0031055900621118036,0.024657534246575342,0.5,475
0.011049723756906077,0.015527950310559004,0.852054794520548,1.0,50
0.02394106813996317,0.027950310559006212,0.4575342465753425,0.5,75
0.0,0.0031055900621118036,1.0,1.0,40
0.03683241252302026,0.009316770186335404,0.5178082191780822,0.0,95
0.0,0.006211180124223604,0.9863013698630138,0.0,100
0.001841620626151013,0.06211180124223602,0.8821917808219178,0.0,48
0.0,0.0,0.3013698630136986,0.5,145
0.06998158379373849,0.006211180124223604,0.6164383561643836,1.0,75
0.0,0.18633540372670807,1.0,0.5,190
0.001841620626151013,0.015527950310559004,0.7698630136986302,0.0,250
0.0,0.36024844720496896,0.9945205479452055,0.5,239
0.0,0.7049689440993788,0.9123287671232877,0.5,229
